Division Name,School Name,percentage_disadvantaged,percentage_english_learners,percentage_foster_care,percentage_male,percentage_homeless,percentage_military,Race,Percentage
Amherst County,Elon Elementary,0.3617647058823529,0.0,0.0029411764705882,0.5588235294117647,0.0,0.0088235294117647,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native, Asian","0.7970588235, 0.09411764705999999, 0.06470588235000001, 0.02941176471, 0.011764705879999999, 0.0029411764699999996"
Amherst County,Madison Heights Elementary,0.7217847769028871,0.0,0.0078740157480314,0.4934383202099737,0.0314960629921259,0.0052493438320209,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native","0.48818897640000003, 0.2887139108, 0.1364829396, 0.07086614173, 0.0157480315"
Amherst County,Monelison Middle,0.5803571428571429,0.0,0.0053571428571428,0.5446428571428571,0.0214285714285714,0.0160714285714285,"White, Black, Non-Hispanic, Hispanic, American Indian or Alaska Native, Asian","0.6089285714, 0.2089285714, 0.1125, 0.05, 0.01428571429, 0.0053571428600000005"
Amherst County,Temperance Elementary,0.431578947368421,0.0,0.0,0.4947368421052631,0.0,0.0,"White, Black, Non-Hispanic, Hispanic","0.7789473683999999, 0.1473684211, 0.04210526316, 0.03157894737"
Appomattox County,Appomattox County High,0.3879310344827586,0.0,0.0086206896551724,0.4885057471264368,0.0,0.0186781609195402,"White, Black, Non-Hispanic, Hispanic","0.683908046, 0.20545977010000002, 0.07614942529, 0.03448275862"
Appomattox County,Appomattox Elementary,0.4650698602794411,0.0,0.0039920159680638,0.5369261477045908,0.0,0.0179640718562874,"White, Black, Non-Hispanic, Hispanic, Asian, American Indian or Alaska Native","0.6846307385, 0.1836327345, 0.07984031936, 0.04590818363, 0.00399201597, 0.00199600798"
Appomattox County,Appomattox Middle,0.5064456721915286,0.0,0.007366482504604,0.4659300184162062,0.0,0.0220994475138121,"White, Black, Non-Hispanic, Hispanic, Asian","0.6427255984999999, 0.2099447514, 0.11049723759999999, 0.0349907919, 0.0018416206299999998"
Appomattox County,Appomattox Primary,0.5150501672240803,0.0,0.0050167224080267,0.5117056856187291,0.0,0.0217391304347826,"White, Black, Non-Hispanic, Hispanic, Asian","0.6204013378, 0.2341137124, 0.09866220736, 0.04347826086999999, 0.00334448161"
Arlington County,Abingdon Elementary,0.4518413597733711,0.3892128279883382,0.0,0.5609065155807366,0.0,0.0226628895184136,"White, Hispanic, Black, Asian, Non-Hispanic, American Indian or Alaska Native","0.34844192630000004, 0.34702549580000003, 0.1444759207, 0.08781869688, 0.06798866856, 0.00424929178"
Arlington County,Alice West Fleet Elementary,0.3886986301369863,0.3188405797101449,0.0,0.5154109589041096,0.0,0.1232876712328767,"White, Hispanic, Black, Asian, Non-Hispanic","0.4006849315, 0.2876712329, 0.16267123290000002, 0.09931506848999999, 0.049657534249999996"
Arlington County,Arlington Community High,0.2033898305084746,0.7670454545454546,0.0112994350282485,0.5,0.0,0.0056497175141242,"Hispanic, White, Black, Asian, American Indian or Alaska Native","0.7909604520000001, 0.07344632768, 0.06779661017, 0.062146892659999994, 0.00564971751"
Arlington County,Arlington Science Focus School,0.1162280701754386,0.1111111111111111,0.0,0.5657894736842105,0.0,0.0394736842105263,"White, Asian, Non-Hispanic, Hispanic, Black, American Indian or Alaska Native","0.5657894737, 0.1513157895, 0.1118421053, 0.09429824561, 0.07236842105, 0.00438596491"
Arlington County,Arlington Traditional,0.3562874251497006,0.2633390705679862,0.0,0.5104790419161677,0.0,0.0449101796407185,"White, Asian, Black, Hispanic, Non-Hispanic, American Indian or Alaska Native","0.34431137720000005, 0.244011976, 0.1886227545, 0.124251497, 0.09580838323, 0.00299401198"
Arlington County,Ashlawn Elementary,0.1814814814814815,0.1931166347992352,0.0018518518518518,0.5518518518518518,0.0,0.0425925925925925,"White, Hispanic, Non-Hispanic, Asian, Black","0.5722222222, 0.1962962963, 0.112962963, 0.08888888889, 0.029629629629999998"
Arlington County,Barcroft Elementary,0.5295454545454545,0.5036496350364964,0.0022727272727272,0.5136363636363637,0.0,0.0227272727272727,"Hispanic, White, Black, Non-Hispanic, Asian","0.5295454545, 0.2545454545, 0.1136363636, 0.061363636359999994, 0.04090909091"
Arlington County,Barrett Elementary,0.5928030303030303,0.5323886639676113,0.0018939393939393,0.5351043643263758,0.0,0.0246212121212121,"Hispanic, White, Black, Non-Hispanic, Asian, American Indian or Alaska Native","0.5265151515000001, 0.259469697, 0.1098484848, 0.053030303029999996, 0.04545454545, 0.00568181818"
Arlington County,Campbell Elementary,0.4647887323943662,0.3483709273182957,0.0,0.488262910798122,0.0,0.0234741784037558,"White, Hispanic, Black, Non-Hispanic, Asian","0.323943662, 0.3145539906, 0.1713615023, 0.10328638500000001, 0.08685446009"
Arlington County,Cardinal Elementary,0.0957446808510638,0.0403100775193798,0.0,0.4893617021276595,0.0,0.0516717325227963,"White, Non-Hispanic, Hispanic, Asian, Black","0.7294832827000001, 0.1063829787, 0.06686930091, 0.050151975679999995, 0.047112462009999995"
Arlington County,Carlin Springs Elementary,0.7959558823529411,0.7296786389413988,0.0,0.5294117647058824,0.0,0.0036764705882352,"Hispanic, Asian, Black, White, Non-Hispanic, American Indian or Alaska Native","0.6985294118, 0.1139705882, 0.09191176471000001, 0.06433823528999999, 0.02941176471, 0.00183823529"
Arlington County,Claremont Immersion,0.3554572271386431,0.3348765432098765,0.0,0.5265486725663717,0.0,0.0324483775811209,"Hispanic, White, Non-Hispanic, Asian, Black, American Indian or Alaska Native","0.5575221239, 0.3008849558, 0.08259587020999999, 0.028023598820000002, 0.028023598820000002, 0.00294985251"
Arlington County,Discovery Elementary,0.0214424951267056,0.0413385826771653,0.0,0.5380116959064327,0.0,0.0545808966861598,"White, Non-Hispanic, Hispanic, Asian, Black","0.6959064327, 0.1364522417, 0.09356725146, 0.05653021442, 0.01754385965"
Arlington County,Dorothy Hamm Middle,0.187027027027027,0.0628019323671497,0.0,0.5059588299024919,0.0,0.054054054054054,"White, Asian, Hispanic, Non-Hispanic, Black, American Indian or Alaska Native","0.5372972973, 0.1405405405, 0.13405405410000001, 0.1005405405, 0.08540540541000001, 0.00216216216"
Arlington County,Dr. Charles R. Drew Elementary,0.5408388520971302,0.3549883990719257,0.0,0.5518763796909493,0.0,0.0176600441501103,"Hispanic, Black, White, Asian, Non-Hispanic, American Indian or Alaska Native","0.3951434879, 0.31788079469999997, 0.1589403974, 0.09492273730999999, 0.030905077259999997, 0.00220750552"
Arlington County,Escuela Key Elementary,0.4032,0.3859060402684564,0.0,0.4855769230769231,0.0,0.0208,"Hispanic, White, Non-Hispanic, Asian, Black, American Indian or Alaska Native","0.5760000000000001, 0.29600000000000004, 0.064, 0.0416, 0.0208, 0.0016"
Arlington County,Glebe Elementary,0.137291280148423,0.1242937853107344,0.0,0.5139146567717996,0.0,0.046382189239332,"White, Hispanic, Non-Hispanic, Asian, Black","0.6066790353, 0.1558441558, 0.09090909091, 0.0853432282, 0.0612244898"
Arlington County,Gunston Middle,0.4244725738396624,0.2113821138211382,1.0,0.503803888419273,,1.0,"Hispanic, White, Black, Asian, Non-Hispanic, American Indian or Alaska Native","0.358649789, 0.2995780591, 0.2, 0.07679324895, 0.06160337553, 0.0033755274299999997"
Arlington County,Hoffman-Boston Elementary,0.4063604240282685,0.4749536178107607,0.0,0.5547703180212014,0.0,0.0936395759717314,"Hispanic, Black, White, Asian, Non-Hispanic, American Indian or Alaska Native","0.24558303890000002, 0.24204947000000002, 0.2385159011, 0.1961130742, 0.074204947, 0.0035335689"
Arlington County,Innovation Elementary,0.3217821782178218,0.2572944297082228,0.0,0.448019801980198,0.0,0.0321782178217821,"White, Asian, Black, Hispanic, Non-Hispanic, American Indian or Alaska Native","0.35148514849999996, 0.2400990099, 0.17326732669999997, 0.1361386139, 0.09653465347, 0.00247524752"
Arlington County,Integration Station,0.0,0.0,0.0,0.6774193548387096,0.0,0.032258064516129,"White, Hispanic, Asian, Non-Hispanic, Black","0.5483870968, 0.16129032259999998, 0.1290322581, 0.09677419355, 0.06451612903"
Arlington County,Jamestown Elementary,0.0281124497991967,0.0304259634888438,0.0,0.4779116465863454,0.0,0.072289156626506,"White, Non-Hispanic, Hispanic, Asian, Black","0.7550200803, 0.08634538152999999, 0.08433734940000001, 0.0562248996, 0.018072289159999998"
Arlington County,Jefferson Middle,0.4681081081081081,0.2277777777777777,0.0,0.5091891891891892,0.0,0.0475675675675675,"Hispanic, White, Black, Asian, Non-Hispanic, American Indian or Alaska Native, Native Hawaiian  or Pacific Islander","0.4043243243, 0.307027027, 0.13621621620000002, 0.08756756757, 0.06054054054, 0.00324324324, 0.00108108108"
Arlington County,Kenmore Middle,0.5700389105058365,0.3379224030037547,,0.5287804878048781,,1.0,"Hispanic, White, Black, Asian, Non-Hispanic, American Indian or Alaska Native","0.4659533074, 0.2811284047, 0.1070038911, 0.07295719844, 0.07003891051, 0.00291828794"
